 summary,subscriptionId,calPath,guid,recurrenceId,link,eventlink,status,startallday,startshortdate,startlongdate,startdayname,starttime,startutcdate,startdatetime,starttimezone,endallday,endshortdate,endlongdate,enddayname,endtime,endutcdate,enddatetime,endtimezone,locationaddress,locationlink,contactname,contactphone,contactlink,calendarname,calendardisplayName,calendarpath,calendarencodedPath,categories,description,cost,xproperties 
 Teen Time,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52d0037e-0152-d1600bb6-00004548demobedework%40mysite.edu,20160411T190000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52d0037e-0152-d1600bb6-00004548demobedework%40mysite.edu&amp;recurrenceId=20160411T190000Z,CONFIRMED,FALSE,4/11/2016,11-Apr-16,Monday,2:00 PM,20160411T190000Z,20160411T140000,America/Chicago,FALSE,4/11/2016,11-Apr-16,Monday,4:30 PM,20160411T213000Z,20160411T163000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,location/Green Hills,Teens,Locations","When school is in session, hang out after school, do homework, or join us for arts, crafts, gaming, movies, and more! For teens ages 12-18 in grades 7-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Studio NPL: Digital Programs,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52d0037e-0152-d164155e-00004b42demobedework%40mysite.edu,20160411T193000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52d0037e-0152-d164155e-00004b42demobedework%40mysite.edu&amp;recurrenceId=20160411T193000Z,CONFIRMED,FALSE,4/11/2016,11-Apr-16,Monday,2:30 PM,20160411T193000Z,20160411T143000,America/Chicago,FALSE,4/11/2016,11-Apr-16,Monday,5:00 PM,20160411T220000Z,20160411T170000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Green Hills,Teens,Locations,Series","Every Monday, Wednesday and Thursday when school is in session. Join us in the Teen Center and use innovative technology tools to produce 3D printed designs, music, podcasts, videos, electronics, and more. For teens ages 12-18 in grades 7-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Stories and STEAM ,,%2Fpublic%2Fcals%2FMainCal,20160201-000078-GREENHILLS-201604111600%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160201-000078-GREENHILLS-201604111600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/11/2016,11-Apr-16,Monday,4:00 PM,20160411T210000Z,20160411T160000,America/Chicago,FALSE,4/11/2016,11-Apr-16,Monday,4:00 PM,20160411T210000Z,20160411T160000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Green Hills,Children,Story Time,Locations,Series","2nd Monday of each month. STEAM stands for science, technology, engineering, art, and math. Explore your way through a simple science topic with hands on experiments and play! For 3 to 5 year olds.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Nightlight Story Time,,%2Fpublic%2Fcals%2FMainCal,20160201-000074-GREENHILLS-201604111800%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160201-000074-GREENHILLS-201604111800%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/11/2016,11-Apr-16,Monday,6:00 PM,20160411T230000Z,20160411T180000,America/Chicago,FALSE,4/11/2016,11-Apr-16,Monday,6:00 PM,20160411T230000Z,20160411T180000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Green Hills,Children,Story Time,Locations,Series",2nd and last Monday of the month. Kids will sing and dance and Miss Lana will share stories. For children 3-7 years old.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Getting Started With Microsoft Excel,,%2Fpublic%2Fcals%2FMainCal,20160201-000029-GREENHILLS-201604121030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160201-000029-GREENHILLS-201604121030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/12/2016,12-Apr-16,Tuesday,10:30 AM,20160412T153000Z,20160412T103000,America/Chicago,FALSE,4/12/2016,12-Apr-16,Tuesday,12:00 PM,20160412T170000Z,20160412T120000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Green Hills,Computers and Technology,Locations,Series","Learn the basics of Microsoft Excel. Registration is required. Please call (615) 862-5863, ext. 3 to register.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Computers and Technology "
 Sounds of Storytelling,,%2Fpublic%2Fcals%2FMainCal,20160201-000086-GREENHILLS-201604121030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160201-000086-GREENHILLS-201604121030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/12/2016,12-Apr-16,Tuesday,10:30 AM,20160412T153000Z,20160412T103000,America/Chicago,FALSE,4/12/2016,12-Apr-16,Tuesday,10:30 AM,20160412T153000Z,20160412T103000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Green Hills,Children,Story Time,Locations,Series","Experience an exciting blend of music, storytelling, and movement for children at this story time featuring violinist Suzanne Potter and storyteller Audrey Campbell. For ages birth to 4.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Teen Time,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52d0037e-0152-d1600bb6-00004548demobedework%40mysite.edu,20160412T190000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52d0037e-0152-d1600bb6-00004548demobedework%40mysite.edu&amp;recurrenceId=20160412T190000Z,CONFIRMED,FALSE,4/12/2016,12-Apr-16,Tuesday,2:00 PM,20160412T190000Z,20160412T140000,America/Chicago,FALSE,4/12/2016,12-Apr-16,Tuesday,4:30 PM,20160412T213000Z,20160412T163000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,location/Green Hills,Teens,Locations","When school is in session, hang out after school, do homework, or join us for arts, crafts, gaming, movies, and more! For teens ages 12-18 in grades 7-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Music Production,,%2Fpublic%2Fcals%2FMainCal,20160201-000221-GREENHILLS-201604051500%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160201-000221-GREENHILLS-201604051500%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/12/2016,12-Apr-16,Tuesday,3:00 PM,20160412T200000Z,20160412T150000,America/Chicago,FALSE,4/12/2016,12-Apr-16,Tuesday,4:30 PM,20160412T213000Z,20160412T163000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Green Hills,Teens,Locations,Music,Series","Learn how to make beats and music tracks using Logic Pro. These workshops are open to producers of all levels as well as songwriters, singers, rappers, and anyone interested in producing their own music. For teens in grades 7-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Music "
 Who Picked This Book? The Color of Water,,%2Fpublic%2Fcals%2FMainCal,20160201-000013-GREENHILLS-201604121530%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160201-000013-GREENHILLS-201604121530%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/12/2016,12-Apr-16,Tuesday,3:30 PM,20160412T203000Z,20160412T153000,America/Chicago,FALSE,4/12/2016,12-Apr-16,Tuesday,4:30 PM,20160412T213000Z,20160412T163000,America/Chicago,off-site,,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Green Hills,series/Nashville Reads,Book Clubs,Locations,Series","The club will meet at Beaman Library, One University Park Drive, Nashville, TN 37204.\n\nA partnership between Lipscomb University and Nashville Public Library, Who Picked This Book? Club meets on Lipscomb University&rsquo;s campus. The book club is open to the general public and copies of the books can be picked up at Beaman Library and at the Green Hills Branch Library. This month&rsquo;s selection is The Color of Water by James McBride.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Nashville Reads,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Book Clubs,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/nashville_reads_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://catalog.library.nashville.org/bookcover.php?id=dcf8604d-cc58-d031-2963-d6545aa64d52&amp;size=large&amp;type=grouped_work,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 AARP Tax Filing Help,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-529c83d2-0152-9dbc48e3-00002828demobedework%40mysite.edu,20160413T150000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-529c83d2-0152-9dbc48e3-00002828demobedework%40mysite.edu&amp;recurrenceId=20160413T150000Z,CONFIRMED,FALSE,4/13/2016,13-Apr-16,Wednesday,10:00 AM,20160413T150000Z,20160413T100000,America/Chicago,FALSE,4/13/2016,13-Apr-16,Wednesday,2:00 PM,20160413T190000Z,20160413T140000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Green Hills,Money and Taxes,Locations","Feb. 1, 3, 8 and 29\nMondays and Wednesdays, March 2 through April 18 \n10 am - 2 pm\n\nPlease bring photo identification for the taxpayer and spouse and Social Security Cards for everyone listed on the return.  A copy of last year&rsquo;s tax return and other relevant tax documents will be required.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Money and Taxes,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-SUBMITTEDBY : values : text : alprice for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Little Learners,,%2Fpublic%2Fcals%2FMainCal,20160201-000100-GREENHILLS-201604131030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160201-000100-GREENHILLS-201604131030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/13/2016,13-Apr-16,Wednesday,10:30 AM,20160413T153000Z,20160413T103000,America/Chicago,FALSE,4/13/2016,13-Apr-16,Wednesday,10:30 AM,20160413T153000Z,20160413T103000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Green Hills,Children,Story Time,Locations,Series","Miss Lana presents stories and talks about colors, numbers, shapes, and letters. Stay after Story Time to do a variety of crafts. Ages 3-5.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Getting Started with Freegal,,%2Fpublic%2Fcals%2FMainCal,20160201-000035-GREENHILLS-201604131030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160201-000035-GREENHILLS-201604131030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/13/2016,13-Apr-16,Wednesday,10:30 AM,20160413T153000Z,20160413T103000,America/Chicago,FALSE,4/13/2016,13-Apr-16,Wednesday,12:00 PM,20160413T170000Z,20160413T120000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Green Hills,Computers and Technology,Locations,Series",Free music that is yours to keep is available from the library through Freegal! Find out how to access this content in an introductory class. Bring your library card information and a mobile device if you have one. Registration is required. Please call (615) 862-5863 ext. 3 to reserve a spot.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Computers and Technology "
 Little Learners,,%2Fpublic%2Fcals%2FMainCal,20160210-000100-GREENHILLS-201604131030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000100-GREENHILLS-201604131030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/13/2016,13-Apr-16,Wednesday,10:30 AM,20160413T153000Z,20160413T103000,America/Chicago,FALSE,4/13/2016,13-Apr-16,Wednesday,10:30 AM,20160413T153000Z,20160413T103000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Green Hills,Children,Story Time,Locations,Series","Miss Lana presents stories and talks about colors, numbers, shapes, and letters. Stay after Story Time to do a variety of crafts. Ages 3-5.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time "
 Teen Time,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52d0037e-0152-d1600bb6-00004548demobedework%40mysite.edu,20160413T190000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52d0037e-0152-d1600bb6-00004548demobedework%40mysite.edu&amp;recurrenceId=20160413T190000Z,CONFIRMED,FALSE,4/13/2016,13-Apr-16,Wednesday,2:00 PM,20160413T190000Z,20160413T140000,America/Chicago,FALSE,4/13/2016,13-Apr-16,Wednesday,4:30 PM,20160413T213000Z,20160413T163000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,location/Green Hills,Teens,Locations","When school is in session, hang out after school, do homework, or join us for arts, crafts, gaming, movies, and more! For teens ages 12-18 in grades 7-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Studio NPL: Digital Programs,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52d0037e-0152-d164155e-00004b42demobedework%40mysite.edu,20160413T193000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52d0037e-0152-d164155e-00004b42demobedework%40mysite.edu&amp;recurrenceId=20160413T193000Z,CONFIRMED,FALSE,4/13/2016,13-Apr-16,Wednesday,2:30 PM,20160413T193000Z,20160413T143000,America/Chicago,FALSE,4/13/2016,13-Apr-16,Wednesday,5:00 PM,20160413T220000Z,20160413T170000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Green Hills,Teens,Locations,Series","Every Monday, Wednesday and Thursday when school is in session. Join us in the Teen Center and use innovative technology tools to produce 3D printed designs, music, podcasts, videos, electronics, and more. For teens ages 12-18 in grades 7-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Play and Learn,,%2Fpublic%2Fcals%2FMainCal,20160210-000112-GREENHILLS-201604061500%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000112-GREENHILLS-201604061500%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,4/13/2016,13-Apr-16,Wednesday,3:00 PM,20160413T200000Z,20160413T150000,America/Chicago,FALSE,4/13/2016,13-Apr-16,Wednesday,6:00 PM,20160413T230000Z,20160413T180000,America/Chicago,Green Hills,http://www.library.nashville.org/locations/loc_greenhills.asp,Green Hills,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Green Hills,Children,Locations,Series",Did you know young children do the majority of their learning through play? There are many other benefits as well! Drop in between 3:00 and 6:00 and play carefully selected games with your children. They'll be learning as they have fun in a relaxed environment! For children 2-6 years old.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens "
